,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,GS,LEAGUE_ID,MIN,OREB,ORGANIZATION_ID,PF,PLAYER_AGE,PLAYER_ID,PTS,RANK_AST,RANK_BLK,RANK_DREB,RANK_EFF,RANK_FG3A,RANK_FG3M,RANK_FG3_PCT,RANK_FGA,RANK_FGM,RANK_FG_PCT,RANK_FTA,RANK_FTM,RANK_FT_PCT,RANK_MIN,RANK_OREB,RANK_PTS,RANK_REB,RANK_STL,RANK_TOV,REB,SCHOOL_NAME,SEASON_ID,STL,TEAM_ABBREVIATION,TEAM_ID,TOV,Team_ID,id,full_name,first_name,last_name,is_active
11021,52,2,85,67,19,0.284,244,85,0.348,53,35,0.66,39,11,00,687.0,15,,52,24.0,1628407,224,,,,,,,,,,,,,,,,,,,,100,,2019-20,23,CHA,1610612766.0,37,,1628407,Dwayne Bacon,Dwayne,Bacon,True
11028,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628407,,266.0,405,298,343.0,289,297,,266.0,303.0,,256.0,267.0,,297.0,335,304.0,306.0,258,266,,,2019-20,,CHA,1610612766.0,,,1628407,Dwayne Bacon,Dwayne,Bacon,True
11085,10,12,68,22,4,0.182,167,78,0.467,31,25,0.806,13,6,00,334.0,29,,43,21.0,1628963,185,,,,,,,,,,,,,,,,,,,,97,,2019-20,6,SAC,1610612758.0,18,,1628963,Marvin Bagley III,Marvin,Bagley III,True
11090,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628963,,412.0,238,320,338.0,360,370,,328.0,314.0,,327.0,320.0,,369.0,223,331.0,314.0,396,356,,,2019-20,,SAC,1610612758.0,,,1628963,Marvin Bagley III,Marvin,Bagley III,True
11314,392,30,285,363,139,0.383,628,259,0.412,67,38,0.567,56,47,00,1817.0,63,,110,22.0,1628366,695,,,,,,,,,,,,,,,,,,,,348,,2019-20,80,NOP,1610612740.0,172,,1628366,Lonzo Ball,Lonzo,Ball,True
11320,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628366,,15.0,100,55,69.0,35,31,54.0,89.0,110.0,118.0,225.0,254.0,,62.0,93,110.0,65.0,22,19,,,2019-20,,NOP,1610612740.0,,,1628366,Lonzo Ball,Lonzo,Ball,True
11364,42,85,201,104,37,0.356,282,132,0.468,46,31,0.674,60,0,00,868.0,98,,115,21.0,1628964,332,,,,,,,,,,,,,,,,,,,,299,,2019-20,22,ORL,1610612753.0,42,,1628964,Mo Bamba,Mo,Bamba,True
11369,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628964,,305.0,12,127,193.0,239,222,,242.0,242.0,,274.0,289.0,,263.0,46,253.0,90.0,268,244,,,2019-20,,ORL,1610612753.0,,,1628964,Mo Bamba,Mo,Bamba,True
11538,99,2,38,76,29,0.382,179,74,0.413,18,17,0.944,26,4,00,391.0,10,,25,35.0,200826,194,,,,,,,,,,,,,,,,,,,,48,,2019-20,4,DAL,1610612742.0,35,,200826,J.J. Barea,J.J.,Barea,True
11566,,,,,,,,,,,,,NR,NR,00,,,,,NR,200826,,162.0,405,380,332.0,270,253,,311.0,323.0,,375.0,357.0,,355.0,368,324.0,379.0,414,282,,,2019-20,,DAL,1610612742.0,,,200826,J.J. Barea,J.J.,Barea,True
11715,152,10,245,243,93,0.383,711,326,0.459,244,196,0.803,64,64,00,2231.0,61,,82,27.0,203084,941,,,,,,,,,,,,,,,,,,,,306,,2019-20,38,SAC,1610612758.0,80,,203084,Harrison Barnes,Harrison,Barnes,True
11732,,,,,,,,,,,,,NR,NR,00,,,,,NR,203084,,98.0,259,83,75.0,98,92,55.0,67.0,68.0,64.0,42.0,37.0,61.0,5.0,95,61.0,87.0,168,114,,,2019-20,,SAC,1610612758.0,,,203084,Harrison Barnes,Harrison,Barnes,True
12002,143,17,229,197,63,0.32,727,292,0.402,254,156,0.614,56,55,00,1704.0,50,,122,19.0,1629628,803,,,,,,,,,,,,,,,,,,,,279,,2019-20,55,NYK,1610612752.0,124,,1629628,RJ Barrett,RJ,Barrett,True
12006,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629628,,104.0,181,95,165.0,139,152,,62.0,81.0,124,38.0,63.0,112,86.0,146,86.0,99.0,80,50,,,2019-20,,NYK,1610612752.0,,,1629628,RJ Barrett,RJ,Barrett,True
12249,212,29,289,288,108,0.375,738,332,0.45,133,102,0.767,58,58,00,1916.0,76,,121,29.0,203115,874,,,,,,,,,,,,,,,,,,,,365,,2019-20,61,DEN,1610612743.0,88,,203115,Will Barton,Will,Barton,True
12264,,,,,,,,,,,,,NR,NR,00,,,,,NR,203115,,64.0,105,51,57.0,74,71,70.0,61.0,60.0,76.0,108.0,109.0,81.0,39.0,71,74.0,52.0,59,98,,,2019-20,,DEN,1610612743.0,,,203115,Will Barton,Will,Barton,True
12368,30,20,89,94,31,0.33,206,87,0.422,65,46,0.708,37,0,00,646.0,21,,36,24.0,1628966,251,,,,,,,,,,,,,,,,,,,,110,,2019-20,17,MIN,1610612750.0,14,,1628966,Keita Bates-Diop,Keita,Bates-Diop,True
12369,0,1,2,0,0,0.0,2,2,1.0,4,3,0.75,2,0,00,19.0,0,,2,24.0,1628966,7,,,,,,,,,,,,,,,,,,,,2,,2019-20,0,DEN,1610612743.0,0,,1628966,Keita Bates-Diop,Keita,Bates-Diop,True
12370,30,21,91,94,31,0.33,208,89,0.428,69,49,0.71,39,0,00,665.0,21,,38,24.0,1628966,258,,,,,,,,,,,,,,,,,,,,112,,2019-20,17,TOT,0.0,14,,1628966,Keita Bates-Diop,Keita,Bates-Diop,True
12378,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628966,,347.0,151,284,294.0,252,246,,292.0,294.0,,223.0,224.0,,301.0,287,283.0,287.0,306,381,,,2019-20,,DEN,1610612743.0,,,1628966,Keita Bates-Diop,Keita,Bates-Diop,True
12551,66,8,75,49,14,0.286,81,28,0.346,10,9,0.9,22,3,00,505.0,25,,41,31.0,201587,79,,,,,,,,,,,,,,,,,,,,100,,2019-20,17,CHA,1610612766.0,22,,201587,Nicolas Batum,Nicolas,Batum,True
12571,,,,,,,,,,,,,NR,NR,00,,,,,NR,201587,,238.0,293,310,339.0,313,317,,380.0,396.0,,407.0,389.0,,328.0,254,393.0,306.0,306,337,,,2019-20,,CHA,1610612766.0,,,201587,Nicolas Batum,Nicolas,Batum,True
12715,67,23,166,168,59,0.351,381,183,0.48,75,56,0.747,42,28,00,934.0,71,,141,33.0,203382,481,,,,,,,,,,,,,,,,,,,,237,,2019-20,10,PHX,1610612756.0,50,,203382,Aron Baynes,Aron,Baynes,True
12736,,,,,,,,,,,,,NR,NR,00,,,,,NR,203382,,236.0,136,168,200.0,157,159,,191.0,183.0,,202.0,208.0,,242.0,78,189.0,149.0,355,207,,,2019-20,,PHX,1610612756.0,,,203382,Aron Baynes,Aron,Baynes,True
12755,61,31,159,171,56,0.327,326,113,0.347,72,58,0.806,43,21,00,1111.0,13,,121,30.0,203145,340,,,,,,,,,,,,,,,,,,,,172,,2019-20,45,POR,1610612757.0,60,,203145,Kent Bazemore,Kent,Bazemore,True
12756,24,8,94,57,22,0.386,169,72,0.426,70,51,0.729,21,0,00,493.0,11,,61,30.0,203145,217,,,,,,,,,,,,,,,,,,,,105,,2019-20,25,SAC,1610612758.0,25,,203145,Kent Bazemore,Kent,Bazemore,True
12757,85,39,253,228,78,0.342,495,185,0.374,142,109,0.768,64,21,00,1604.0,24,,182,30.0,203145,557,,,,,,,,,,,,,,,,,,,,277,,2019-20,70,TOT,0.0,85,,203145,Kent Bazemore,Kent,Bazemore,True
12776,,,,,,,,,,,,,NR,NR,00,,,,,NR,203145,,196.0,69,72,179.0,107,114,123.0,139.0,181.0,,100.0,97.0,80.0,106.0,261,159.0,100.0,36,105,,,2019-20,,SAC,1610612758.0,,,203145,Kent Bazemore,Kent,Bazemore,True
12781,29,35,175,100,30,0.3,230,88,0.383,47,32,0.681,53,8,00,909.0,21,,45,19.0,1629647,238,,,,,,,,,,,,,,,,,,,,196,,2019-20,20,OKC,1610612760.0,40,,1629647,Darius Bazley,Darius,Bazley,True
12783,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629647,,349.0,80,158,279.0,242,250,,275.0,297.0,,272.0,277.0,,249.0,287,292.0,190.0,283,253,,,2019-20,,OKC,1610612760.0,,,1629647,Darius Bazley,Darius,Bazley,True
12793,347,23,190,481,170,0.353,1303,593,0.455,457,385,0.842,57,57,00,2053.0,52,,126,26.0,203078,1741,,,,,,,,,,,,,,,,,,,,242,,2019-20,71,WAS,1610612764.0,194,,203078,Bradley Beal,Bradley,Beal,True
12812,,,,,,,,,,,,,NR,NR,00,,,,,NR,203078,,19.0,136,139,16.0,9,13,110,2.0,3.0,66.0,6.0,7.0,39,23.0,139,3.0,142.0,34,11,,,2019-20,,WAS,1610612764.0,,,203078,Bradley Beal,Bradley,Beal,True
12860,48,6,68,161,58,0.36,301,117,0.389,38,33,0.868,41,0,00,746.0,9,,50,23.0,1627736,325,,,,,,,,,,,,,,,,,,,,77,,2019-20,31,DEN,1610612743.0,36,,1627736,Malik Beasley,Malik,Beasley,True
12861,27,2,62,115,49,0.426,233,110,0.472,28,21,0.75,14,14,00,463.0,9,,27,23.0,1627736,290,,,,,,,,,,,,,,,,,,,,71,,2019-20,9,MIN,1610612750.0,21,,1627736,Malik Beasley,Malik,Beasley,True
12862,75,8,130,276,107,0.388,534,227,0.425,66,54,0.818,55,14,00,1209.0,18,,77,23.0,1627736,615,,,,,,,,,,,,,,,,,,,,148,,2019-20,40,TOT,0.0,57,,1627736,Malik Beasley,Malik,Beasley,True
12871,,,,,,,,,,,,,NR,NR,00,,,,,NR,1627736,,209.0,293,218,221.0,84,74,47.0,121.0,136.0,,228.0,214.0,,187.0,310,135.0,239.0,151,183,,,2019-20,,MIN,1610612750.0,,,1627736,Malik Beasley,Malik,Beasley,True
13074,64,1,86,155,57,0.368,271,106,0.391,41,32,0.78,52,0,00,779.0,4,,41,33.0,201158,301,,,,,,,,,,,,,,,,,,,,90,,2019-20,10,SAS,1610612759.0,16,,201158,Marco Belinelli,Marco,Belinelli,True
13095,,,,,,,,,,,,,NR,NR,00,,,,,NR,201158,,241.0,427,296,304.0,170,165,,248.0,268.0,,295.0,277.0,,273.0,425,264.0,323.0,355,369,,,2019-20,,SAS,1610612759.0,,,201158,Marco Belinelli,Marco,Belinelli,True
13136,14,10,50,9,2,0.222,60,32,0.533,29,17,0.586,27,0,00,235.0,28,,17,25.0,1628395,83,,,,,,,,,,,,,,,,,,,,78,,2019-20,2,MIN,1610612750.0,18,,1628395,Jordan Bell,Jordan,Bell,True
13137,2,0,1,3,2,0.667,7,3,0.429,2,2,1.0,2,0,00,21.0,2,,2,25.0,1628395,10,,,,,,,,,,,,,,,,,,,,3,,2019-20,1,MEM,1610612763.0,3,,1628395,Jordan Bell,Jordan,Bell,True
13138,16,10,51,12,4,0.333,67,35,0.522,31,19,0.613,29,0,00,256.0,30,,19,25.0,1628395,93,,,,,,,,,,,,,,,,,,,,81,,2019-20,3,TOT,0.0,21,,1628395,Jordan Bell,Jordan,Bell,True
13147,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628395,,390.0,259,357,371.0,389,370,,393.0,383.0,,327.0,346.0,,395.0,214,384.0,336.0,424,342,,,2019-20,,MEM,1610612763.0,,,1628395,Jordan Bell,Jordan,Bell,True
13254,81,19,118,65,15,0.231,228,104,0.456,48,26,0.542,43,4,00,915.0,34,,84,25.0,1627761,249,,,,,,,,,,,,,,,,,,,,152,,2019-20,55,ATL,1610612737.0,60,,1627761,DeAndre' Bembry,DeAndre',Bembry,True
13263,,,,,,,,,,,,,NR,NR,00,,,,,NR,1627761,,199.0,168,237,269.0,294,311,,277.0,270.0,,270.0,314.0,,248.0,199,285.0,236.0,80,174,,,2019-20,,ATL,1610612737.0,,,1627761,DeAndre' Bembry,DeAndre',Bembry,True
13283,9,5,20,9,4,0.444,21,10,0.476,3,2,0.667,7,0,00,91.0,0,,16,22.0,1627733,26,,,,,,,,,,,,,,,,,,,,20,,2019-20,0,MIL,1610612749.0,5,,1627733,Dragan Bender,Dragan,Bender,True
13284,19,4,37,34,11,0.324,71,31,0.437,11,8,0.727,9,3,00,195.0,16,,26,22.0,1627733,81,,,,,,,,,,,,,,,,,,,,53,,2019-20,4,GSW,1610612744.0,16,,1627733,Dragan Bender,Dragan,Bender,True
13285,28,9,57,43,15,0.349,92,41,0.446,14,10,0.714,16,3,00,286.0,16,,42,22.0,1627733,107,,,,,,,,,,,,,,,,,,,,73,,2019-20,4,TOT,0.0,21,,1627733,Dragan Bender,Dragan,Bender,True
13292,,,,,,,,,,,,,NR,NR,00,,,,,NR,1627733,,352.0,276,341,367.0,321,311,,372.0,371.0,,386.0,383.0,,384.0,330,371.0,344.0,414,342,,,2019-20,,GSW,1610612744.0,,,1627733,Dragan Bender,Dragan,Bender,True
13547,92,33,210,472,200,0.424,610,265,0.434,122,104,0.852,54,4,00,1583.0,35,,139,27.0,202722,834,,,,,,,,,,,,,,,,,,,,245,,2019-20,37,WAS,1610612764.0,59,,202722,Davis Bertans,Davis,Bertans,True
13556,,,,,,,,,,,,,NR,NR,00,,,,,NR,202722,,183.0,83,117,106.0,10,7,7.0,95.0,105.0,93.0,120.0,108.0,32.0,111.0,194,82.0,141.0,175,180,,,2019-20,,WAS,1610612764.0,,,202722,Davis Bertans,Davis,Bertans,True
13608,179,25,203,198,75,0.379,325,139,0.428,41,27,0.659,48,48,00,1299.0,56,,150,31.0,201976,380,,,,,,,,,,,,,,,,,,,,259,,2019-20,53,LAC,1610612746.0,64,,201976,Patrick Beverley,Patrick,Beverley,True
13626,,,,,,,,,,,,,NR,NR,00,,,,,NR,201976,,80.0,125,122,168.0,138,122,65.0,210.0,231.0,,295.0,307.0,,163.0,118,228.0,119.0,90,161,,,2019-20,,LAC,1610612746.0,,,201976,Patrick Beverley,Patrick,Beverley,True
13933,35,21,110,1,0,0.0,115,56,0.487,67,41,0.612,40,24,00,778.0,70,,73,27.0,203920,153,,,,,,,,,,,,,,,,,,,,180,,2019-20,16,ORL,1610612753.0,23,,203920,Khem Birch,Khem,Birch,True
13943,,,,,,,,,,,,,NR,NR,00,,,,,NR,203920,,324.0,151,248,290.0,466,435,,360.0,351.0,,225.0,247.0,,275.0,80,352.0,203.0,312,333,,,2019-20,,ORL,1610612753.0,,,203920,Khem Birch,Khem,Birch,True
14063,21,32,74,36,6,0.167,129,61,0.473,33,24,0.727,49,2,00,410.0,22,,57,20.0,1629048,152,,,,,,,,,,,,,,,,,,,,96,,2019-20,6,IND,1610612754.0,25,,1629048,Goga Bitadze,Goga,Bitadze,True
14065,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629048,,374.0,91,311,333.0,333,352,,354.0,344.0,,321.0,326.0,,351.0,278,353.0,316.0,396,324,,,2019-20,,IND,1610612754.0,,,1629048,Goga Bitadze,Goga,Bitadze,True
14074,50,49,188,0,0,0.0,278,151,0.543,151,91,0.603,53,29,00,1029.0,120,,116,27.0,202687,393,,,,,,,,,,,,,,,,,,,,308,,2019-20,10,CHA,1610612766.0,48,,202687,Bismack Biyombo,Bismack,Biyombo,True
14087,,,,,,,,,,,,,NR,NR,00,,,,,NR,202687,,273.0,47,145,189.0,486,435,,245.0,217.0,,92.0,128.0,,219.0,29,224.0,86.0,355,215,,,2019-20,,CHA,1610612766.0,,,202687,Bismack Biyombo,Bismack,Biyombo,True
14094,179,33,305,295,125,0.424,604,287,0.475,73,60,0.822,64,61,00,1821.0,107,,193,31.0,202357,759,,,,,,,,,,,,,,,,,,,,412,,2019-20,54,SAC,1610612758.0,92,,202357,Nemanja Bjelica,Nemanja,Bjelica,True
14102,,,,,,,,,,,,,NR,NR,00,,,,,NR,202357,,80.0,83,38,58.0,71,51,7.0,101.0,89.0,43.0,211.0,197.0,,61.0,36,96.0,35.0,84,92,,,2019-20,,SAC,1610612758.0,,,202357,Nemanja Bjelica,Nemanja,Bjelica,True
14421,302,25,218,201,70,0.348,662,319,0.482,193,157,0.813,56,56,00,1524.0,41,,120,30.0,202339,865,,,,,,,,,,,,,,,,,,,,259,,2019-20,53,MIL,1610612749.0,140,,202339,Eric Bledsoe,Eric,Bledsoe,True
14439,,,,,,,,,,,,,NR,NR,00,,,,,NR,202339,,34.0,125,109,66.0,133,136,118.0,81.0,72.0,41.0,62.0,62.0,53.0,124.0,173,76.0,119.0,90,36,,,2019-20,,MIL,1610612749.0,,,202339,Eric Bledsoe,Eric,Bledsoe,True
14694,169,14,154,380,137,0.361,639,277,0.433,105,76,0.724,53,20,00,1510.0,17,,115,27.0,203992,767,,,,,,,,,,,,,,,,,,,,171,,2019-20,54,SAC,1610612758.0,89,,203992,Bogdan Bogdanovic,Bogdan,Bogdanovic,True
14698,,,,,,,,,,,,,NR,NR,00,,,,,NR,203992,,90.0,219,186,149.0,31,32,96,87.0,98.0,94,145.0,148.0,,127.0,323,94.0,207.0,84,96,,,2019-20,,SAC,1610612758.0,,,203992,Bogdan Bogdanovic,Bogdan,Bogdanovic,True
14706,131,7,220,457,189,0.414,935,418,0.447,277,250,0.903,63,63,00,2083.0,39,,110,30.0,202711,1275,,,,,,,,,,,,,,,,,,,,259,,2019-20,34,UTA,1610612762.0,159,,202711,Bojan Bogdanovic,Bojan,Bogdanovic,True
14718,,,,,,,,,,,,,NR,NR,00,,,,,NR,202711,,113.0,312,105,60.0,12,8,13,29.0,34.0,83.0,31.0,21.0,4.0,21.0,180,21.0,119.0,190,24,,,2019-20,,UTA,1610612762.0,,,202711,Bojan Bogdanovic,Bojan,Bogdanovic,True
14859,0,0,1,1,0,0.0,3,2,0.667,2,0,0.0,4,0,00,14.0,0,,4,24.0,1628413,4,,,,,,,,,,,,,,,,,,,,1,,2019-20,1,PHI,1610612755.0,2,,1628413,Jonah Bolden,Jonah,Bolden,True
14860,0,2,5,3,0,0.0,8,2,0.25,2,2,1.0,3,0,00,33.0,3,,6,24.0,1628413,6,,,,,,,,,,,,,,,,,,,,8,,2019-20,2,PHX,1610612756.0,0,,1628413,Jonah Bolden,Jonah,Bolden,True
14861,0,2,6,4,0,0.0,11,4,0.364,4,2,0.5,7,0,00,47.0,3,,10,24.0,1628413,10,,,,,,,,,,,,,,,,,,,,9,,2019-20,3,TOT,0.0,2,,1628413,Jonah Bolden,Jonah,Bolden,True
14868,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628413,,494.0,405,450,456.0,425,435,,462.0,462.0,,444.0,445.0,,453.0,434,466.0,449.0,424,458,,,2019-20,,PHX,1610612756.0,,,1628413,Jonah Bolden,Jonah,Bolden,True
14907,8,0,4,10,2,0.2,20,5,0.25,0,0,0.0,10,0,00,53.0,0,,6,22.0,1629648,12,,,,,,,,,,,,,,,,,,,,4,,2019-20,1,DET,1610612765.0,2,,1629648,Jordan Bone,Jordan,Bone,True
14913,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629648,,417.0,461,465,468.0,393,396,,440.0,453.0,,482.0,477.0,,447.0,474,460.0,472.0,451,458,,,2019-20,,DET,1610612765.0,,,1629648,Jordan Bone,Jordan,Bone,True
14918,61,21,122,55,22,0.4,184,96,0.522,64,52,0.813,58,41,00,1026.0,61,,136,20.0,1629067,266,,,,,,,,,,,,,,,,,,,,183,,2019-20,37,WAS,1610612764.0,41,,1629067,Isaac Bonga,Isaac,Bonga,True
14924,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629067,,244.0,151,228,242.0,304,279,,307.0,284.0,,233.0,218.0,,220.0,95,280.0,201.0,175,249,,,2019-20,,WAS,1610612764.0,,,1629067,Isaac Bonga,Isaac,Bonga,True
15008,408,16,231,350,126,0.36,1118,544,0.487,442,405,0.916,62,62,00,2241.0,27,,188,23.0,1626164,1619,,,,,,,,,,,,,,,,,,,,258,,2019-20,45,PHX,1610612756.0,244,,1626164,Devin Booker,Devin,Booker,True
15010,0,1,2,4,0,0.0,8,3,0.375,0,0,0.0,1,0,00,19.0,2,,1,23.0,1626164,6,,,,,,,,,,,,,,,,,,,,4,,2019-20,0,LBN,1610616834.0,4,,1626164,Devin Booker,Devin,Booker,True
15018,,,,,,,,,,,,,NR,NR,00,,,,,NR,1626164,,13.0,191,91,14.0,42,48,97,11.0,9.0,39,9.0,4.0,2,2.0,237,6.0,126.0,125,3,,,2019-20,,PHX,1610612756.0,,,1626164,Devin Booker,Devin,Booker,True
15329,23,53,148,99,28,0.283,260,119,0.458,103,82,0.796,55,0,00,724.0,94,,104,27.0,1628449,348,,,,,,,,,,,,,,,,,,,,242,,2019-20,20,TOR,1610612761.0,23,,1628449,Chris Boucher,Chris,Boucher,True
15335,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628449,,362.0,38,193,224.0,243,259,,253.0,256.0,,148.0,141.0,,291.0,50,245.0,142.0,283,333,,,2019-20,,TOR,1610612761.0,,,1628449,Chris Boucher,Chris,Boucher,True
15440,0,1,6,2,0,0.0,9,2,0.222,0,0,0.0,5,1,00,29.0,1,,2,21.0,1628968,4,,,,,,,,,,,,,,,,,,,,7,,2019-20,0,IND,1610612754.0,1,,1628968,Brian Bowen II,Brian,Bowen II,True
15442,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628968,,494.0,427,450,483.0,446,435,,470.0,474.0,,482.0,477.0,,471.0,455,482.0,455.0,477,475,,,2019-20,,IND,1610612754.0,,,1628968,Brian Bowen II,Brian,Bowen II,True
15513,131,10,97,107,33,0.308,321,134,0.417,41,34,0.829,45,12,00,1015.0,24,,102,22.0,1629065,335,,,,,,,,,,,,,,,,,,,,121,,2019-20,44,GSW,1610612744.0,70,,1629065,Ky Bowman,Ky,Bowman,True
15519,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629065,,113.0,259,270,258.0,234,237,,215.0,241.0,,295.0,270.0,,224.0,261,251.0,273.0,130,144,,,2019-20,,GSW,1610612744.0,,,1629065,Ky Bowman,Ky,Bowman,True
15672,63,5,97,173,63,0.364,383,170,0.444,24,20,0.833,49,44,00,1186.0,18,,110,29.0,202340,423,,,,,,,,,,,,,,,,,,,,115,,2019-20,43,LAL,1610612747.0,47,,202340,Avery Bradley,Avery,Bradley,True
15691,,,,,,,,,,,,,NR,NR,00,,,,,NR,202340,,242.0,349,270,253.0,156,152,87.0,188.0,198.0,,356.0,340.0,,193.0,310,208.0,281.0,139,221,,,2019-20,,LAL,1610612747.0,,,202340,Avery Bradley,Avery,Bradley,True
15844,17,25,126,1,1,1.0,155,103,0.665,40,26,0.65,50,2,00,535.0,90,,98,22.0,1628396,233,,,,,,,,,,,,,,,,,,,,216,,2019-20,12,UTA,1610612762.0,23,,1628396,Tony Bradley,Tony,Bradley,True
15852,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628396,,387.0,125,224,245.0,466,408,,338.0,272.0,,301.0,314.0,,324.0,54,297.0,166.0,337,333,,,2019-20,,UTA,1610612762.0,,,1628396,Tony Bradley,Tony,Bradley,True
16007,1,2,5,0,0,0.0,0,0,0.0,0,0,0.0,5,0,00,13.0,0,,2,23.0,1629714,0,,,,,,,,,,,,,,,,,,,,5,,2019-20,0,UTA,1610612762.0,2,,1629714,Jarrell Brantley,Jarrell,Brantley,True
16014,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629714,,476.0,405,457,478.0,486,435,,510.0,497.0,,482.0,477.0,,495.0,474,501.0,466.0,477,458,,,2019-20,,UTA,1610612762.0,,,1629714,Jarrell Brantley,Jarrell,Brantley,True
16093,4,1,3,9,1,0.111,22,6,0.273,5,4,0.8,9,0,00,53.0,2,,3,21.0,1629649,17,,,,,,,,,,,,,,,,,,,,5,,2019-20,0,NYK,1610612752.0,2,,1629649,Ignas Brazdeikis,Ignas,Brazdeikis,True
16097,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629649,,445.0,427,471,468.0,395,408,,437.0,448.0,,437.0,429.0,,447.0,445,450.0,466.0,477,458,,,2019-20,,NYK,1610612752.0,,,1629649,Ignas Brazdeikis,Ignas,Brazdeikis,True
16522,115,39,200,159,56,0.352,407,210,0.516,105,89,0.848,65,24,00,1773.0,59,,142,23.0,1628969,565,,,,,,,,,,,,,,,,,,,,259,,2019-20,93,PHX,1610612756.0,65,,1628969,Mikal Bridges,Mikal,Bridges,True
16529,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628969,,133.0,69,129,112.0,164,167,,176.0,156.0,,145.0,129.0,,70.0,107,155.0,119.0,8,154,,,2019-20,,PHX,1610612756.0,,,1628969,Mikal Bridges,Mikal,Bridges,True
16531,114,48,274,300,99,0.33,753,319,0.424,131,106,0.809,65,64,00,1996.0,88,,132,21.0,1628970,843,,,,,,,,,,,,,,,,,,,,362,,2019-20,40,CHA,1610612766.0,95,,1628970,Miles Bridges,Miles,Bridges,True
16537,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628970,,135.0,49,58,92.0,67,86,134.0,54.0,72.0,107.0,109.0,104.0,56.0,28.0,58,80.0,54.0,151,84,,,2019-20,,CHA,1610612766.0,,,1628970,Miles Bridges,Miles,Bridges,True
16554,7,1,17,15,3,0.2,36,13,0.361,10,8,0.8,19,0,00,135.0,9,,18,21.0,1629052,37,,,,,,,,,,,,,,,,,,,,26,,2019-20,4,TOR,1610612761.0,7,,1629052,Oshae Brissett,Oshae,Brissett,True
16559,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629052,,426.0,427,422,428.0,372,381,,418.0,430.0,,407.0,397.0,,421.0,381,427.0,417.0,414,415,,,2019-20,,TOR,1610612761.0,,,1629052,Oshae Brissett,Oshae,Brissett,True
16611,11,4,38,51,20,0.392,59,22,0.373,8,7,0.875,17,1,00,180.0,5,,15,29.0,1629151,71,,,,,,,,,,,,,,,,,,,,43,,2019-20,5,DAL,1610612742.0,6,,1629151,Ryan Broekhoff,Ryan,Broekhoff,True
16614,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629151,,409.0,364,380,404.0,312,293,,402.0,406.0,,415.0,401.0,,413.0,418,399.0,390.0,404,420,,,2019-20,,DAL,1610612742.0,,,1629151,Ryan Broekhoff,Ryan,Broekhoff,True
16623,343,8,186,195,61,0.313,659,289,0.439,162,145,0.895,48,48,00,1472.0,40,,88,27.0,1627763,784,,,,,,,,,,,,,,,,,,,,226,,2019-20,33,IND,1610612754.0,115,,1627763,Malcolm Brogdon,Malcolm,Brogdon,True
16637,,,,,,,,,,,,,NR,NR,00,,,,,NR,1627763,,21.0,293,146,82.0,140,154,,82.0,84.0,87.0,83.0,71.0,8.0,133.0,176,89.0,157.0,197,61,,,2019-20,,IND,1610612754.0,,,1627763,Malcolm Brogdon,Malcolm,Brogdon,True
16705,128,25,152,358,132,0.369,925,372,0.402,178,144,0.809,65,65,00,1851.0,61,,246,24.0,1628415,1020,,,,,,,,,,,,,,,,,,,,213,,2019-20,57,MEM,1610612763.0,108,,1628415,Dillon Brooks,Dillon,Brooks,True
16713,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628415,,117.0,125,188,129.0,38,41,80.0,32.0,48.0,123.0,72.0,72.0,58.0,56.0,95,51.0,168.0,71,68,,,2019-20,,MEM,1610612763.0,,,1628415,Dillon Brooks,Dillon,Brooks,True
16835,230,29,213,96,33,0.344,447,198,0.443,119,88,0.739,58,43,00,1634.0,61,,162,23.0,1628971,517,,,,,,,,,,,,,,,,,,,,274,,2019-20,63,DET,1610612765.0,100,,1628971,Bruce Brown,Bruce,Brown,True
16843,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628971,,55.0,105,113,140.0,248,237,,159.0,167.0,,125.0,132.0,,99.0,95,173.0,105.0,55,77,,,2019-20,,DET,1610612765.0,,,1628971,Bruce Brown,Bruce,Brown,True
